gt_id,mt_id,mt_est,mt_err,mt_t,mt_p
ILMN_001,cg081,-13.103744,15.954385,-0.82132554,0.41146088
ILMN_001,cg082,-33.08953,13.989467,-2.3653176,0.01801461
ILMN_001,cg083,22.600756,15.018415,1.5048696,0.1323576
ILMN_001,cg084,-5.5815206,16.318174,-0.3420432,0.7323184
ILMN_001,cg085,-23.137724,15.869495,-1.458,0.14484054
ILMN_001,cg086,8.272534,15.550201,0.53198886,0.5947337
ILMN_001,cg087,-9.018122,14.755073,-0.6111879,0.5410752
ILMN_001,cg088,5.5930753,14.573453,0.3837852,0.70113766
ILMN_001,cg089,-15.722644,15.9559965,-0.9853752,0.32443982
ILMN_001,cg090,0.8320783,17.828547,0.046671122,0.96277535
ILMN_001,cg091,13.98082,14.463026,0.96665937,0.33371437
ILMN_001,cg092,10.482946,14.581597,0.7189162,0.4721926
ILMN_001,cg093,-5.122244,15.4684,-0.33114246,0.74053687
ILMN_001,cg094,-8.125217,16.68718,-0.48691377,0.6263194
ILMN_001,cg095,-6.3809037,16.059196,-0.39733642,0.69111943
ILMN_001,cg096,29.982725,13.79423,2.17357,0.029737473
ILMN_001,cg097,-33.837036,15.080502,-2.2437606,0.024847806
ILMN_001,cg098,3.0915148,14.618155,0.21148461,0.83250916
ILMN_001,cg099,7.3528214,14.74675,0.49860623,0.6180568
ILMN_001,cg100,-33.65203,16.27163,-2.0681415,0.03862673
ILMN_002,cg001,-8.452782,12.981671,-0.651132,0.5149613
ILMN_002,cg002,-9.472541,14.972089,-0.63268,0.5269426
ILMN_002,cg003,-10.852458,14.299386,-0.7589457,0.44788504
ILMN_002,cg004,-15.695078,15.4483595,-1.0159705,0.30964345
ILMN_002,cg005,-23.455015,14.061265,-1.6680586,0.09530407
ILMN_002,cg006,8.992791,14.088166,0.63832235,0.5232639
ILMN_002,cg007,-8.857358,13.176308,-0.6722185,0.5014446
ILMN_002,cg008,-14.90567,14.045545,-1.0612383,0.2885816
ILMN_002,cg009,16.050938,13.793642,1.1636475,0.24456692
ILMN_002,cg010,-2.3572195,14.749309,-0.15981898,0.8730237
ILMN_002,cg011,-18.973251,13.392157,-1.4167435,0.15655792
ILMN_002,cg012,26.483768,14.534416,1.8221419,0.06843346
ILMN_002,cg013,1.7394754,13.946747,0.12472266,0.9007431
ILMN_002,cg014,12.28263,12.664803,0.969824,0.33213425
ILMN_002,cg015,25.879782,13.651846,1.8956983,0.05799997
ILMN_002,cg016,24.07539,13.6791315,1.7600087,0.078406334
ILMN_002,cg017,-19.36965,13.156442,-1.472256,0.14095181
ILMN_002,cg018,1.6961361,15.446561,0.10980672,0.91256267
ILMN_002,cg019,21.537817,12.2249155,1.7617968,0.07810366
ILMN_002,cg020,-7.173902,14.8779,-0.48218513,0.62967443
ILMN_002,cg021,20.101685,14.305,1.4052209,0.15995562
ILMN_002,cg022,2.4712138,14.169271,0.17440656,0.861546
ILMN_002,cg023,6.554206,13.209585,0.49617046,0.61977416
ILMN_002,cg024,13.013277,13.232426,0.9834385,0.3253917
ILMN_002,cg025,-4.551155,12.965153,-0.3510298,0.725566
ILMN_002,cg026,-10.336767,14.087802,-0.73373884,0.46310788
ILMN_002,cg027,4.621412,13.084923,0.353186,0.723949
ILMN_002,cg028,-36.252716,14.626348,-2.4785898,0.0131902695
ILMN_002,cg029,11.14213,16.318121,0.68280715,0.49472874
ILMN_002,cg030,4.0947657,13.507613,0.30314502,0.7617793
ILMN_002,cg031,19.099495,14.175222,1.3473859,0.17785597
ILMN_002,cg032,-5.631665,13.584418,-0.414568,0.6784582
ILMN_002,cg033,19.673552,13.190228,1.4915247,0.13582379
ILMN_002,cg034,-6.8391767,15.497793,-0.44130003,0.6589958
ILMN_002,cg035,2.9876194,12.698827,0.23526736,0.8140012
ILMN_002,cg036,-13.906705,13.683919,-1.0162809,0.30949563
ILMN_002,cg037,-13.286441,13.395229,-0.99187857,0.32125676
ILMN_002,cg038,32.42578,13.804713,2.348892,0.018829346
ILMN_002,cg039,5.562251,14.55983,0.3820272,0.7024412
ILMN_002,cg040,-7.976023,14.835356,-0.5376361,0.5908283
ILMN_002,cg041,-10.911612,14.563994,-0.74921834,0.45372564
ILMN_002,cg042,12.352797,12.981152,0.9515948,0.3413025
ILMN_002,cg043,-2.5404005,14.577086,-0.17427355,0.86165047
ILMN_002,cg044,-27.697538,13.371729,-2.0713506,0.038326025
ILMN_002,cg045,27.594133,13.40353,2.0587213,0.03952092
ILMN_002,cg046,-4.062566,12.139686,-0.33465165,0.73788786
ILMN_002,cg047,-17.635626,14.374927,-1.2268324,0.21988559
ILMN_002,cg048,-23.427475,12.845272,-1.8238208,0.06817919
ILMN_002,cg049,7.3337793,13.943632,0.525959,0.5989167
ILMN_002,cg050,11.825263,13.009735,0.9089549,0.36337394
ILMN_002,cg051,16.881418,13.998323,1.20596,0.22783291
ILMN_002,cg052,11.983456,13.293848,0.90142864,0.36736047
ILMN_002,cg053,-18.403866,14.175329,-1.2983025,0.19418341
ILMN_002,cg054,-9.148772,14.513269,-0.63037294,0.5284506
ILMN_002,cg055,-15.5256405,12.58933,-1.2332381,0.21748692
ILMN_002,cg056,2.6039793,15.055897,0.17295411,0.86268747
ILMN_002,cg057,7.6223755,16.60862,0.45894092,0.6462766
ILMN_002,cg058,1.8478547,12.983244,0.14232612,0.8868224
ILMN_002,cg059,18.710651,12.8239355,1.4590412,0.14455372
ILMN_002,cg060,30.491915,12.624509,2.4152951,0.015722454
ILMN_002,cg061,12.901244,12.967996,0.9948526,0.31980795
ILMN_002,cg062,22.757347,13.972124,1.6287678,0.1033622
ILMN_002,cg063,-12.238152,13.747356,-0.89021856,0.37334853
ILMN_002,cg064,-2.3609605,13.794655,-0.17115039,0.8641055
ILMN_002,cg065,-11.406996,14.333099,-0.7958499,0.42611927
ILMN_002,cg066,-15.780588,14.2682085,-1.1059965,0.26872808
ILMN_002,cg067,-9.924114,13.225888,-0.75035524,0.45304078
ILMN_002,cg068,-18.27552,12.789817,-1.4289118,0.15302956
ILMN_002,cg069,20.211966,13.675474,1.4779718,0.13941532
ILMN_002,cg070,15.001018,13.414763,1.1182469,0.26346153
ILMN_002,cg071,-7.824123,13.088429,-0.5977893,0.5499805
ILMN_002,cg072,12.826646,14.309803,0.8963538,0.37006384
ILMN_002,cg073,-11.661126,12.81235,-0.9101473,0.36274487
ILMN_002,cg074,-30.364428,15.363082,-1.9764541,0.048103392
ILMN_002,cg075,0.6015297,14.100428,0.04266039,0.96597224
ILMN_002,cg076,-13.840942,16.430338,-0.84240156,0.39956325
ILMN_002,cg077,-17.493809,13.67405,-1.2793436,0.2007761
ILMN_002,cg078,-0.75910836,14.920061,-0.05087837,0.95942247
ILMN_002,cg079,5.139124,13.531023,0.37980306,0.70409167
ILMN_002,cg080,-1.3734062,12.705886,-0.10809212,0.9139226
ILMN_002,cg081,-15.56454,14.430005,-1.0786233,0.2807557
ILMN_002,cg082,-21.52944,13.090822,-1.6446209,0.100048006
ILMN_002,cg083,-12.549453,13.863554,-0.9052118,0.36535317
ILMN_002,cg084,8.592531,14.800858,0.5805428,0.56154865
ILMN_002,cg085,18.421835,14.505708,1.2699715,0.20409483
ILMN_002,cg086,-16.820404,13.96279,-1.2046593,0.22833484
ILMN_002,cg087,-2.5332894,13.464167,-0.18815048,0.8507587
ILMN_002,cg088,-10.960504,13.172298,-0.8320874,0.40535963
ILMN_002,cg089,-17.574259,14.428318,-1.2180393,0.22320902
ILMN_002,cg090,36.766113,15.276412,2.4067245,0.016096294
ILMN_002,cg091,2.1841073,13.278446,0.16448516,0.86934924
ILMN_002,cg092,6.535989,13.296662,0.49155107,0.62303674
ILMN_002,cg093,3.2099319,14.072327,0.22810243,0.8195666
ILMN_002,cg094,24.760674,14.766051,1.676865,0.09356892
ILMN_002,cg095,-11.554974,14.526135,-0.79546094,0.42634547
ILMN_002,cg096,-12.001174,13.050289,-0.9196098,0.3577767
ILMN_002,cg097,-9.295583,14.3764925,-0.6465821,0.51790243
ILMN_002,cg098,8.920362,13.231757,0.6741631,0.50020766
ILMN_002,cg099,13.011411,13.306018,0.9778591,0.328144
ILMN_002,cg100,-10.913946,15.382367,-0.7095102,0.47800797
ILMN_003,cg001,10.093976,14.060835,0.7178789,0.47283202
ILMN_003,cg002,5.2071266,16.285053,0.31974882,0.74915874
ILMN_003,cg003,1.3521183,15.598812,0.086680844,0.9309252
ILMN_003,cg004,15.472341,16.781563,0.9219845,0.3565367
ILMN_003,cg005,27.517475,15.166142,1.8144017,0.0696159
ILMN_003,cg006,-11.138266,15.25367,-0.7302024,0.46526653
ILMN_003,cg007,4.577536,14.339811,0.31921872,0.74956065
ILMN_003,cg008,-12.717833,15.298915,-0.8312898,0.40580994
ILMN_003,cg009,-26.878769,14.646832,-1.8351251,0.06648719
ILMN_003,cg010,-0.14804664,15.995554,-0.0092554875,0.9926153
ILMN_003,cg011,-12.912874,14.710411,-0.8778051,0.38004953
ILMN_003,cg012,-32.704002,15.588177,-2.0980005,0.035905123
ILMN_003,cg013,8.758198,15.068321,0.5812325,0.5610838
ILMN_003,cg014,-8.649475,13.812037,-0.6262273,0.53116584
ILMN_003,cg015,4.825468,15.352079,0.31432015,0.7532779
ILMN_003,cg016,-11.943041,15.220544,-0.7846658,0.4326495
ILMN_003,cg017,-6.4307895,14.56552,-0.4415077,0.6588455
ILMN_003,cg018,8.470245,16.702658,0.5071196,0.6120709
ILMN_003,cg019,-10.804893,13.601089,-0.7944138,0.42695457
ILMN_003,cg020,3.0505857,16.165005,0.18871543,0.85031587
ILMN_003,cg021,-1.478958,15.837299,-0.09338448,0.92559814
ILMN_003,cg022,-7.9901624,15.322112,-0.5214792,0.602033
ILMN_003,cg023,-11.2864485,14.263295,-0.7912932,0.42877293
ILMN_003,cg024,-16.519205,14.290493,-1.1559577,0.24769849
ILMN_003,cg025,-9.153855,14.010714,-0.65334684,0.5135327
ILMN_003,cg026,27.486162,14.818893,1.8548054,0.063624024
ILMN_003,cg027,-0.48273003,14.205656,-0.033981536,0.97289187
ILMN_003,cg028,18.897951,16.652056,1.134872,0.25642902
ILMN_003,cg029,-24.53274,17.409666,-1.4091448,0.15879238
ILMN_003,cg030,27.520357,14.086757,1.9536333,0.050744593
ILMN_003,cg031,-1.4794952,15.667528,-0.09443067,0.9247671
ILMN_003,cg032,4.0419593,14.74361,0.2741499,0.7839694
ILMN_003,cg033,-34.21862,13.745848,-2.4893787,0.01279664
ILMN_003,cg034,2.2920077,16.834774,0.13614722,0.8917049
ILMN_003,cg035,-0.25073782,13.776238,-0.018200746,0.9854787
ILMN_003,cg036,8.6972065,14.946763,0.58187896,0.5606482
ILMN_003,cg037,17.061495,14.460348,1.1798813,0.23804742
ILMN_003,cg038,-37.12128,14.863482,-2.497482,0.012507856
ILMN_003,cg039,-6.3758917,15.782749,-0.40397853,0.6862285
ILMN_003,cg040,34.019566,15.335412,2.2183666,0.026529849
ILMN_003,cg041,1.3711107,15.884977,0.08631493,0.93121606
ILMN_003,cg042,-10.163285,14.132734,-0.7191309,0.47206032
ILMN_003,cg043,-2.518457,15.805263,-0.15934293,0.8733987
ILMN_003,cg044,13.846642,15.020489,0.92185026,0.35660666
ILMN_003,cg045,-21.245558,14.860197,-1.4296956,0.15280437
ILMN_003,cg046,-2.0600858,13.1743,-0.15637155,0.8757402
ILMN_003,cg047,16.631313,15.647172,1.0628958,0.28782922
ILMN_003,cg048,17.285168,14.194552,1.2177325,0.22332561
ILMN_003,cg049,9.179554,15.102484,0.60781753,0.5433085
ILMN_003,cg050,-8.969148,14.169623,-0.6329842,0.52674395
ILMN_003,cg051,-24.77168,14.976023,-1.6540895,0.098109305
ILMN_003,cg052,-9.5858755,14.471015,-0.662419,0.5077027
ILMN_003,cg053,23.247118,15.267857,1.5226183,0.12785423
ILMN_003,cg054,15.739682,15.631709,1.0069073,0.31397933
ILMN_003,cg055,-5.2990913,13.851079,-0.38257608,0.7020341
ILMN_003,cg056,6.0071106,16.304798,0.36842594,0.71255565
ILMN_003,cg057,-16.75202,17.878355,-0.9370001,0.34875852
ILMN_003,cg058,9.888496,14.003777,0.7061307,0.4801069
ILMN_003,cg059,10.937259,14.130006,0.7740449,0.4389043
ILMN_003,cg060,1.4110562,14.527953,0.097126976,0.92262554
ILMN_003,cg061,20.2036,13.894556,1.4540659,0.14592803
ILMN_003,cg062,-22.159752,15.232746,-1.4547443,0.14574003
ILMN_003,cg063,3.1691499,15.025395,0.21091956,0.83295006
ILMN_003,cg064,-1.958074,14.958075,-0.13090415,0.89585114
ILMN_003,cg065,38.83207,14.561313,2.6667974,0.0076577663
ILMN_003,cg066,-4.5208874,15.659676,-0.2886961,0.7728139
ILMN_003,cg067,-12.083552,14.316504,-0.84402955,0.3986529
ILMN_003,cg068,11.351653,14.071878,0.8066907,0.4198447
ILMN_003,cg069,-1.0847791,15.174001,-0.07148933,0.9430083
ILMN_003,cg070,-1.1191612,14.73966,-0.07592856,0.93947595
ILMN_003,cg071,23.971333,13.800011,1.7370517,0.08237803
ILMN_003,cg072,-2.21811,15.646107,-0.14176755,0.88726366
ILMN_003,cg073,-8.873223,13.954411,-0.6358723,0.52485967
ILMN_003,cg074,8.213826,17.307096,0.47459295,0.6350771
ILMN_003,cg075,13.771135,15.152484,0.90883684,0.36343622
ILMN_003,cg076,-5.8612933,17.929758,-0.3269031,0.74374115
ILMN_003,cg077,14.795045,14.928246,0.99107724,0.32164788
ILMN_003,cg078,24.755636,15.75955,1.5708339,0.11622125
ILMN_003,cg079,0.010261887,14.693255,0.000698408,0.99944276
ILMN_003,cg080,-16.866026,13.551127,-1.2446216,0.21327084
ILMN_003,cg081,15.321456,15.679655,0.97715515,0.32849234
ILMN_003,cg082,4.916301,14.586318,0.3370488,0.7360801
ILMN_003,cg083,10.761527,15.08084,0.7135894,0.4754811
ILMN_003,cg084,11.203211,16.02077,0.69929296,0.48436898
ILMN_003,cg085,0.03942893,16.000349,0.0024642544,0.9980338
ILMN_003,cg086,7.645064,15.333953,0.49857098,0.6180817
ILMN_003,cg087,-8.239048,14.552789,-0.56614906,0.57129246
ILMN_003,cg088,-3.7213933,14.3779545,-0.25882635,0.7957692
ILMN_003,cg089,25.696718,15.435174,1.6648155,0.09594959
ILMN_003,cg090,-3.399356,17.567337,-0.19350433,0.846564
ILMN_003,cg091,-11.386258,14.30247,-0.7961043,0.4259714
ILMN_003,cg092,6.3669176,14.423472,0.44142753,0.65890354
ILMN_003,cg093,-5.0344014,15.247718,-0.3301741,0.7412684
ILMN_003,cg094,-16.325321,16.314722,-1.0006497,0.31699622
ILMN_003,cg095,1.03874,15.856377,0.0655093,0.9477685
ILMN_003,cg096,-2.7344265,14.272836,-0.19158256,0.8480692
ILMN_003,cg097,-4.562571,15.643138,-0.29166597,0.770542
ILMN_003,cg098,-22.855803,14.01711,-1.6305646,0.10298228
ILMN_003,cg099,8.781473,14.51787,0.60487336,0.5452632
ILMN_003,cg100,-25.08571,16.355495,-1.5337787,0.1250841
ILMN_004,cg001,7.7399406,13.8161545,0.56020945,0.5753366
ILMN_004,cg002,12.061543,15.885469,0.7592815,0.44768417
ILMN_004,cg003,-9.332466,15.233363,-0.61263335,0.5401188
ILMN_004,cg004,20.735537,16.321236,1.2704637,0.20391953
ILMN_004,cg005,2.4209976,15.388673,0.15732336,0.87499
ILMN_004,cg006,-12.707208,14.925022,-0.85140294,0.39454556
ILMN_004,cg007,2.187138,14.071591,0.15542933,0.87648284
ILMN_004,cg008,18.516745,14.8636875,1.2457706,0.21284866
ILMN_004,cg009,25.964739,14.3761425,1.8060992,0.070902824
ILMN_004,cg010,9.733613,15.617336,0.6232569,0.53311574
ILMN_004,cg011,-8.287505,14.491957,-0.5718693,0.5674105
ILMN_004,cg012,-23.098997,15.631508,-1.4777204,0.13948262
ILMN_004,cg013,-5.310622,14.8074665,-0.3586449,0.7198608
ILMN_004,cg014,3.2030506,13.591658,0.23566298,0.8136942
ILMN_004,cg015,-8.3713455,15.017736,-0.55743057,0.5772333
ILMN_004,cg016,-8.595142,14.969244,-0.5741868,0.56584144
ILMN_004,cg017,-1.5597236,14.309401,-0.10899993,0.9132025
ILMN_004,cg018,-0.44132316,16.422003,-0.026873894,0.9785603
ILMN_004,cg019,17.638796,13.172312,1.3390813,0.18054426
ILMN_004,cg020,20.234852,15.572176,1.2994236,0.1937986
ILMN_004,cg021,-27.700602,14.982736,-1.8488348,0.064481676
ILMN_004,cg022,41.351444,13.778503,3.0011563,0.0026895404
ILMN_004,cg023,18.880327,13.801618,1.3679793,0.17131859
ILMN_004,cg024,18.704836,13.94329,1.3414937,0.17976022
ILMN_004,cg025,-1.0652348,13.799749,-0.07719233,0.93847054
ILMN_004,cg026,10.862192,14.977591,0.7252296,0.4683112
ILMN_004,cg027,6.751525,13.892742,0.48597497,0.62698495
ILMN_004,cg028,17.188448,16.358644,1.0507257,0.2933846
ILMN_004,cg029,5.2299232,17.417084,0.30027547,0.76396704
ILMN_004,cg030,-5.7905602,14.347797,-0.4035853,0.6865177
ILMN_004,cg031,-13.979406,15.224101,-0.9182418,0.3584923
ILMN_004,cg032,-27.327894,13.895023,-1.9667397,0.04921323
ILMN_004,cg033,-0.22488424,14.356465,-0.015664319,0.9875022
ILMN_004,cg034,2.4664707,16.505272,0.14943533,0.88121015
ILMN_004,cg035,1.666435,13.5049715,0.12339419,0.90179497
ILMN_004,cg036,3.1345544,14.70139,0.21321483,0.8311594
ILMN_004,cg037,6.7458515,14.356429,0.46988365,0.63843817
ILMN_004,cg038,20.972206,15.218836,1.3780427,0.16819012
ILMN_004,cg039,17.43565,15.287257,1.1405349,0.25406355
ILMN_004,cg040,-8.873214,15.765535,-0.5628235,0.5735551
ILMN_004,cg041,11.361869,15.48562,0.7337045,0.46312886
ILMN_004,cg042,-8.725907,13.874841,-0.6289014,0.5294136
ILMN_004,cg043,8.740941,15.447157,0.5658608,0.5714884
ILMN_004,cg044,-33.638973,14.010526,-2.4009786,0.016351283
ILMN_004,cg045,-11.644666,14.79082,-0.78729004,0.4311121
ILMN_004,cg046,8.32573,12.861961,0.6473142,0.51742864
ILMN_004,cg047,-18.965092,15.274963,-1.2415801,0.21439153
ILMN_004,cg048,-17.920677,13.890775,-1.2901136,0.19701123
ILMN_004,cg049,-5.3301835,14.846054,-0.3590303,0.7195724
ILMN_004,cg050,-10.592135,13.865557,-0.7639171,0.44491667
ILMN_004,cg051,2.6859748,15.108687,0.17777684,0.8588982
ILMN_004,cg052,18.22848,14.000232,1.3020127,0.19291204
ILMN_004,cg053,-24.289345,14.9184,-1.6281468,0.10349375
ILMN_004,cg054,-9.515266,15.430719,-0.6166444,0.53746927
ILMN_004,cg055,5.8611794,13.574645,0.43177405,0.66590565
ILMN_004,cg056,14.657183,15.863372,0.9239639,0.3555051
ILMN_004,cg057,-15.14213,17.55424,-0.8625911,0.38836235
ILMN_004,cg058,-8.869109,13.74239,-0.6453833,0.51867884
ILMN_004,cg059,-18.592493,13.671826,-1.3599129,0.17385751
ILMN_004,cg060,8.612034,14.188947,0.6069537,0.54388165
ILMN_004,cg061,4.4301763,13.917411,0.318319,0.750243
ILMN_004,cg062,-5.741705,15.251431,-0.3764699,0.7065676
ILMN_004,cg063,7.179295,14.700977,0.48835495,0.62529844
ILMN_004,cg064,-16.159649,14.4738455,-1.1164724,0.26422
ILMN_004,cg065,-9.476681,15.2771225,-0.6203184,0.5350482
ILMN_004,cg066,-27.053848,14.841004,-1.8229122,0.0683167
ILMN_004,cg067,37.580692,13.01471,2.8875551,0.0038824677
ILMN_004,cg068,-11.709094,13.786598,-0.84930986,0.39570892
ILMN_004,cg069,-26.637594,14.350708,-1.8561867,0.06342697
ILMN_004,cg070,4.5160513,14.437321,0.31280398,0.7544296
ILMN_004,cg071,-25.222473,13.4629965,-1.8734665,0.061003983
ILMN_004,cg072,50.66154,13.402924,3.7798874,0.00015687943
ILMN_004,cg073,-2.4217997,13.737208,-0.1762949,0.86006224
ILMN_004,cg074,-27.820051,16.508589,-1.6851865,0.09195262
ILMN_004,cg075,22.429207,14.619958,1.5341499,0.12499279
ILMN_004,cg076,19.799297,17.356165,1.1407645,0.25396794
ILMN_004,cg077,-17.086023,14.576008,-1.1722019,0.24111599
ILMN_004,cg078,19.353388,15.601949,1.2404468,0.2148102
ILMN_004,cg079,-9.168353,14.3427,-0.6392348,0.5226702
ILMN_004,cg080,-7.457584,13.46348,-0.55391204,0.5796391
ILMN_004,cg081,-3.7536266,15.522268,-0.24182203,0.80891806
ILMN_004,cg082,-4.5483847,14.3033495,-0.3179944,0.7504892
ILMN_004,cg083,4.9257703,14.8501425,0.3316985,0.74011695
ILMN_004,cg084,24.797552,15.362019,1.6142118,0.10648149
ILMN_004,cg085,-23.136671,15.312439,-1.5109723,0.13079554
ILMN_004,cg086,4.2276917,15.062118,0.28068376,0.77895296
ILMN_004,cg087,-6.402218,14.287014,-0.44811448,0.6540706
ILMN_004,cg088,30.372332,13.377754,2.270361,0.02318567
ILMN_004,cg089,-14.227521,15.441103,-0.92140573,0.35683864
ILMN_004,cg090,-6.6713276,17.203117,-0.3877976,0.69816583
ILMN_004,cg091,18.531271,13.852493,1.3377571,0.18097562
ILMN_004,cg092,19.15932,13.887269,1.379632,0.1677
ILMN_004,cg093,2.6927655,14.962333,0.17996962,0.8571764
ILMN_004,cg094,4.253868,16.157047,0.2632825,0.7923328
ILMN_004,cg095,11.995249,15.446468,0.776569,0.4374131
ILMN_004,cg096,-25.128664,13.500469,-1.8613179,0.06269932
ILMN_004,cg097,-14.642485,15.199204,-0.96337175,0.335361
ILMN_004,cg098,22.795115,13.7295265,1.6602987,0.09685439
ILMN_004,cg099,30.175066,13.580599,2.2219245,0.02628839
ILMN_004,cg100,-15.567145,16.279968,-0.9562147,0.33896375
ILMN_005,cg001,-10.707148,15.109846,-0.70862055,0.47855997
ILMN_005,cg002,9.33728,17.46277,0.5346964,0.59285986
ILMN_005,cg003,13.968728,16.634539,0.8397424,0.40105283
ILMN_005,cg004,7.488542,18.163305,0.41228962,0.68012714
ILMN_005,cg005,-1.975688,16.865808,-0.11714161,0.9067478
ILMN_005,cg006,-6.2361436,16.458397,-0.37890345,0.7047596
