gt_id,mt_id,mt_est,mt_err,mt_t,mt_p
ILMN_001,cg033,-4.351635,14.840664,-0.29322374,0.7693511
ILMN_001,cg034,-55.239258,15.0153265,-3.6788583,0.00023430586
ILMN_001,cg035,10.914011,13.8828125,0.7861527,0.431778
ILMN_001,cg036,-26.713596,14.700393,-1.8172029,0.06918603
ILMN_001,cg037,-11.508737,14.793051,-0.77798265,0.4365793
ILMN_001,cg038,20.505909,15.781519,1.2993622,0.1938197
ILMN_001,cg039,-2.6740189,16.034815,-0.16676332,0.8675563
ILMN_001,cg040,-0.8289852,16.368063,-0.050646506,0.9596072
ILMN_001,cg041,10.168696,16.046402,0.6337057,0.5262729
ILMN_001,cg042,20.41959,14.099898,1.4482083,0.14755881
ILMN_001,cg043,11.5732975,15.947519,0.72571146,0.46801573
ILMN_001,cg044,17.702482,15.154976,1.168097,0.24276763
ILMN_001,cg045,20.331547,15.112224,1.345371,0.17850548
ILMN_001,cg046,7.2963705,13.325262,0.54755926,0.58399457
ILMN_001,cg047,27.169413,15.560105,1.7460943,0.08079457
ILMN_001,cg048,8.918214,14.571147,0.6120461,0.54050726
ILMN_001,cg049,41.400646,14.119578,2.9321446,0.0033662915
ILMN_001,cg050,-2.3698082,14.433039,-0.1641933,0.86957896
ILMN_001,cg051,0.95139885,15.637543,0.06084069,0.9514861
ILMN_001,cg052,-18.188112,14.504589,-1.2539557,0.20985812
ILMN_001,cg053,14.921512,15.72126,0.9491295,0.34255475
ILMN_001,cg054,-23.23528,15.661555,-1.4835869,0.13791853
ILMN_001,cg055,-1.023561,14.073176,-0.07273134,0.94201994
ILMN_001,cg056,-1.4959669,16.563805,-0.09031542,0.9280366
ILMN_001,cg057,-14.920731,18.176857,-0.82086414,0.41172367
ILMN_001,cg058,4.8601933,14.265346,0.3406993,0.73333
ILMN_001,cg059,22.659533,14.035507,1.6144434,0.106431246
ILMN_001,cg060,5.1334476,14.72039,0.34873042,0.7272917
ILMN_001,cg061,37.874443,13.290542,2.849729,0.0043756366
ILMN_001,cg062,3.8721647,15.794483,0.24515931,0.80633307
ILMN_001,cg063,3.593913,15.241126,0.23580365,0.81358504
ILMN_001,cg064,1.0980244,15.17664,0.07234964,0.9423237
ILMN_001,cg065,25.26112,15.4298935,1.6371545,0.1015982
ILMN_001,cg066,11.8086405,15.805209,0.747136,0.45498145
ILMN_001,cg067,-16.95251,14.420829,-1.1755574,0.23977178
ILMN_001,cg068,-38.99709,13.176364,-2.9596245,0.0030801296
ILMN_001,cg069,31.531298,14.675813,2.1485214,0.03167236
ILMN_001,cg070,-5.4540586,14.932392,-0.36525017,0.7149247
ILMN_001,cg071,-4.444187,14.436837,-0.30783662,0.75820667
ILMN_001,cg072,-3.751351,15.866498,-0.23643221,0.8130973
ILMN_001,cg073,21.022305,13.876595,1.5149469,0.12978584
ILMN_001,cg074,3.2753515,17.594017,0.1861628,0.8523171
ILMN_001,cg075,-21.965296,15.1673765,-1.4481934,0.14756298
ILMN_001,cg076,3.8166656,18.201809,0.20968606,0.83391273
ILMN_001,cg077,-15.233482,15.139544,-1.0062048,0.31431705
ILMN_001,cg078,-7.810829,16.370497,-0.47712842,0.6332707
ILMN_001,cg079,-19.99015,14.611724,-1.3680898,0.17128396
ILMN_001,cg080,-2.8560276,13.970563,-0.20443182,0.8380161
ILMN_001,cg081,-13.10378,15.9543915,-0.82132745,0.4114598
ILMN_001,cg082,-33.089493,13.989464,-2.3653152,0.018014729
ILMN_001,cg083,22.600737,15.018413,1.5048685,0.1323579
ILMN_001,cg084,-5.5815516,16.318184,-0.3420449,0.7323171
ILMN_001,cg085,-23.137756,15.869495,-1.458002,0.14484
ILMN_001,cg086,8.272526,15.550196,0.53198856,0.59473395
ILMN_001,cg087,-9.018104,14.7550745,-0.61118656,0.54107606
ILMN_001,cg088,5.5930767,14.573456,0.38378522,0.70113766
ILMN_001,cg089,-15.722698,15.955999,-0.98537844,0.3244382
ILMN_001,cg090,0.8320751,17.82855,0.046670936,0.96277547
ILMN_001,cg091,13.98082,14.463021,0.96665967,0.3337142
ILMN_001,cg092,10.482927,14.5816,0.71891475,0.47219348
ILMN_001,cg093,-5.122262,15.468402,-0.3311436,0.74053603
ILMN_001,cg094,-8.125167,16.687174,-0.4869109,0.62632143
ILMN_001,cg095,-6.38102,16.059196,-0.39734367,0.69111407
ILMN_001,cg096,29.982742,13.794235,2.1735704,0.029737413
ILMN_001,cg097,-33.837055,15.080501,-2.243762,0.024847746
ILMN_001,cg098,3.0915222,14.618155,0.21148512,0.83250874
ILMN_001,cg099,7.352829,14.746751,0.4986067,0.6180565
ILMN_001,cg100,-33.652103,16.271635,-2.0681453,0.038626373
ILMN_002,cg001,-8.452772,12.981668,-0.6511314,0.5149617
ILMN_002,cg002,-9.472555,14.972091,-0.63268083,0.5269421
ILMN_002,cg003,-10.852477,14.299389,-0.7589469,0.44788432
ILMN_002,cg004,-15.695065,15.448352,-1.0159701,0.30964363
ILMN_002,cg005,-23.455036,14.06127,-1.6680596,0.09530389
ILMN_002,cg006,8.992786,14.0881605,0.63832223,0.52326393
ILMN_002,cg007,-8.857374,13.176314,-0.6722194,0.50144404
ILMN_002,cg008,-14.905676,14.045552,-1.0612382,0.28858167
ILMN_002,cg009,16.050947,13.79363,1.1636493,0.24456614
ILMN_002,cg010,-2.3572054,14.749311,-0.159818,0.87302446
ILMN_002,cg011,-18.97326,13.392159,-1.416744,0.1565578
ILMN_002,cg012,26.483763,14.534412,1.822142,0.06843346
ILMN_002,cg013,1.739481,13.946743,0.1247231,0.90074277
ILMN_002,cg014,12.282615,12.664803,0.9698228,0.33213478
ILMN_002,cg015,25.879782,13.651846,1.8956983,0.05799997
ILMN_002,cg016,24.075367,13.679128,1.7600075,0.07840651
ILMN_002,cg017,-19.36966,13.156444,-1.4722565,0.14095163
ILMN_002,cg018,1.6961327,15.446553,0.109806545,0.9125628
ILMN_002,cg019,21.537815,12.224919,1.7617961,0.07810378
ILMN_002,cg020,-7.173889,14.877893,-0.48218447,0.6296749
ILMN_002,cg021,20.101685,14.305,1.4052209,0.15995562
ILMN_002,cg022,2.4712048,14.1692705,0.17440593,0.86154646
ILMN_002,cg023,6.55421,13.209588,0.49617067,0.619774
ILMN_002,cg024,13.013279,13.232423,0.98343885,0.32539153
ILMN_002,cg025,-4.5511556,12.965152,-0.35102987,0.7255659
ILMN_002,cg026,-10.336763,14.0878,-0.73373866,0.46310806
ILMN_002,cg027,4.6214123,13.084924,0.35318604,0.72394896
ILMN_002,cg028,-36.252674,14.626345,-2.4785874,0.013190389
ILMN_002,cg029,11.142119,16.318117,0.6828067,0.49472898
ILMN_002,cg030,4.094761,13.50761,0.30314472,0.76177955
ILMN_002,cg031,19.099472,14.175214,1.3473852,0.1778562
ILMN_002,cg032,-5.6316757,13.58442,-0.41456872,0.6784576
ILMN_002,cg033,19.67356,13.190223,1.4915259,0.13582349
ILMN_002,cg034,-6.8391867,15.497796,-0.4413006,0.6589954
ILMN_002,cg035,2.9876366,12.698819,0.23526885,0.81400007
ILMN_002,cg036,-13.906733,13.683921,-1.0162828,0.3094948
ILMN_002,cg037,-13.286407,13.395224,-0.9918765,0.32125783
ILMN_002,cg038,32.425777,13.804711,2.3488922,0.018829346
ILMN_002,cg039,5.562296,14.55983,0.38203028,0.7024389
ILMN_002,cg040,-7.976038,14.835361,-0.53763694,0.5908277
ILMN_002,cg041,-10.911581,14.563988,-0.74921656,0.4537267
ILMN_002,cg042,12.352768,12.9811535,0.95159245,0.34130377
ILMN_002,cg043,-2.5404005,14.577087,-0.17427354,0.86165047
ILMN_002,cg044,-27.697533,13.371728,-2.0713503,0.038326085
ILMN_002,cg045,27.594112,13.403529,2.0587199,0.039521098
ILMN_002,cg046,-4.0625663,12.139686,-0.33465168,0.73788786
ILMN_002,cg047,-17.635641,14.3749275,-1.2268333,0.21988523
ILMN_002,cg048,-23.427498,12.845276,-1.8238221,0.06817895
ILMN_002,cg049,7.3338127,13.943636,0.5259613,0.5989151
ILMN_002,cg050,11.825272,13.009733,0.90895575,0.36337352
ILMN_002,cg051,16.881435,13.998317,1.2059618,0.22783226
ILMN_002,cg052,11.983432,13.293845,0.9014271,0.3673613
ILMN_002,cg053,-18.403824,14.175326,-1.2982998,0.19418436
ILMN_002,cg054,-9.148764,14.51327,-0.6303723,0.528451
ILMN_002,cg055,-15.525654,12.5893345,-1.2332387,0.21748674
ILMN_002,cg056,2.603979,15.05589,0.17295417,0.86268747
ILMN_002,cg057,7.6223717,16.608618,0.45894077,0.6462767
ILMN_002,cg058,1.8478813,12.983234,0.14232828,0.88682073
ILMN_002,cg059,18.710655,12.823937,1.4590414,0.14455372
ILMN_002,cg060,30.49189,12.624513,2.4152925,0.015722573
ILMN_002,cg061,12.901236,12.967996,0.99485195,0.3198083
ILMN_002,cg062,22.7573,13.972127,1.6287642,0.10336298
ILMN_002,cg063,-12.238188,13.747357,-0.8902211,0.37334716
ILMN_002,cg064,-2.3609905,13.7946615,-0.17115247,0.8641039
ILMN_002,cg065,-11.406965,14.333094,-0.7958481,0.42612034
ILMN_002,cg066,-15.780583,14.268209,-1.105996,0.26872826
ILMN_002,cg067,-9.924137,13.225891,-0.7503568,0.45303982
ILMN_002,cg068,-18.275513,12.789812,-1.4289117,0.15302962
ILMN_002,cg069,20.211998,13.675473,1.4779743,0.13941467
ILMN_002,cg070,15.001028,13.414762,1.1182479,0.26346117
ILMN_002,cg071,-7.8241196,13.088428,-0.5977891,0.54998064
ILMN_002,cg072,12.826624,14.309805,0.8963521,0.37006474
ILMN_002,cg073,-11.661123,12.812348,-0.91014725,0.36274487
ILMN_002,cg074,-30.364433,15.363083,-1.9764544,0.048103333
ILMN_002,cg075,0.6015539,14.100424,0.042662118,0.9659709
ILMN_002,cg076,-13.840977,16.430342,-0.8424035,0.39956212
ILMN_002,cg077,-17.493855,13.674051,-1.2793468,0.20077497
ILMN_002,cg078,-0.7590809,14.920057,-0.05087654,0.9594239
ILMN_002,cg079,5.1391354,13.531032,0.37980366,0.7040912
ILMN_002,cg080,-1.3733921,12.705885,-0.10809103,0.9139235
ILMN_002,cg081,-15.56457,14.430011,-1.078625,0.28075498
ILMN_002,cg082,-21.529408,13.09082,-1.6446186,0.10004848
ILMN_002,cg083,-12.549454,13.86355,-0.9052121,0.36535305
ILMN_002,cg084,8.592514,14.800867,0.58054125,0.56154966
ILMN_002,cg085,18.421822,14.505707,1.2699707,0.20409513
ILMN_002,cg086,-16.820385,13.962785,-1.2046584,0.2283352
ILMN_002,cg087,-2.5332766,13.4641695,-0.18814948,0.8507595
ILMN_002,cg088,-10.960502,13.172299,-0.8320872,0.40535975
ILMN_002,cg089,-17.574306,14.42832,-1.2180425,0.22320783
ILMN_002,cg090,36.766117,15.276415,2.4067242,0.016096354
ILMN_002,cg091,2.1841087,13.278442,0.1644853,0.8693491
ILMN_002,cg092,6.5359745,13.296664,0.49154994,0.6230376
ILMN_002,cg093,3.2099094,14.072328,0.22810082,0.81956786
ILMN_002,cg094,24.760689,14.766044,1.6768668,0.093568504
ILMN_002,cg095,-11.555075,14.526136,-0.79546785,0.4263414
ILMN_002,cg096,-12.0011835,13.050293,-0.91961026,0.35777646
ILMN_002,cg097,-9.295598,14.3764925,-0.64658314,0.5179018
ILMN_002,cg098,8.920368,13.231758,0.67416346,0.5002074
ILMN_002,cg099,13.011419,13.30602,0.9778596,0.32814378
ILMN_002,cg100,-10.913994,15.382373,-0.709513,0.47800618
ILMN_003,cg001,10.093975,14.060832,0.71787894,0.47283196
ILMN_003,cg002,5.2071075,16.285057,0.31974757,0.7491597
ILMN_003,cg003,1.3520985,15.598817,0.086679555,0.9309262
ILMN_003,cg004,15.472303,16.781557,0.9219826,0.3565377
ILMN_003,cg005,27.517467,15.166145,1.8144009,0.06961602
ILMN_003,cg006,-11.138266,15.253667,-0.7302025,0.4652664
ILMN_003,cg007,4.577532,14.339818,0.31921828,0.749561
ILMN_003,cg008,-12.717842,15.298921,-0.8312901,0.40580976
ILMN_003,cg009,-26.878693,14.64682,-1.8351214,0.06648773
ILMN_003,cg010,-0.14804459,15.99556,-0.009255355,0.9926154
ILMN_003,cg011,-12.912888,14.710415,-0.8778058,0.3800491
ILMN_003,cg012,-32.703983,15.588174,-2.0979996,0.035905182
ILMN_003,cg013,8.758192,15.068317,0.58123225,0.5610839
ILMN_003,cg014,-8.649497,13.8120365,-0.6262289,0.53116477
ILMN_003,cg015,4.825468,15.35208,0.31432015,0.7532779
ILMN_003,cg016,-11.94305,15.220539,-0.7846667,0.43264902
ILMN_003,cg017,-6.4307976,14.565522,-0.4415082,0.6588451
ILMN_003,cg018,8.47023,16.702648,0.507119,0.61207134
ILMN_003,cg019,-10.804913,13.601091,-0.7944151,0.42695385
ILMN_003,cg020,3.050581,16.164997,0.18871522,0.85031605
ILMN_003,cg021,-1.4789562,15.837299,-0.09338437,0.9255982
ILMN_003,cg022,-7.990179,15.322108,-0.5214804,0.6020322
ILMN_003,cg023,-11.286451,14.263298,-0.79129326,0.42877287
ILMN_003,cg024,-16.51919,14.290489,-1.1559569,0.24769884
ILMN_003,cg025,-9.153858,14.010714,-0.653347,0.51353264
ILMN_003,cg026,27.486172,14.818891,1.8548063,0.063623905
ILMN_003,cg027,-0.48272705,14.205657,-0.033981327,0.97289205
ILMN_003,cg028,18.897959,16.652054,1.1348726,0.25642872
ILMN_003,cg029,-24.53275,17.409664,-1.4091455,0.15879214
ILMN_003,cg030,27.520344,14.086755,1.9536326,0.050744712
ILMN_003,cg031,-1.4794998,15.66752,-0.09443102,0.9247668
ILMN_003,cg032,4.041952,14.743613,0.27414936,0.7839699
ILMN_003,cg033,-34.218586,13.745842,-2.4893773,0.0127967
ILMN_003,cg034,2.291996,16.834774,0.13614653,0.89170545
ILMN_003,cg035,-0.2507193,13.77623,-0.018199414,0.9854798
ILMN_003,cg036,8.697176,14.946765,0.5818768,0.56064963
ILMN_003,cg037,17.061497,14.460342,1.1798819,0.23804718
ILMN_003,cg038,-37.121265,14.86348,-2.4974816,0.0125079155
ILMN_003,cg039,-6.3758526,15.782748,-0.40397608,0.6862303
ILMN_003,cg040,34.019573,15.335419,2.2183661,0.026529849
ILMN_003,cg041,1.3711166,15.88497,0.08631534,0.93121576
ILMN_003,cg042,-10.163325,14.132737,-0.71913356,0.47205865
ILMN_003,cg043,-2.5184574,15.8052635,-0.15934296,0.87339866
ILMN_003,cg044,13.846632,15.020488,0.92184967,0.35660702
ILMN_003,cg045,-21.245594,14.860198,-1.4296979,0.15280378
ILMN_003,cg046,-2.0600863,13.174299,-0.1563716,0.8757401
ILMN_003,cg047,16.63128,15.647171,1.0628937,0.28783017
ILMN_003,cg048,17.285154,14.194555,1.2177314,0.22332609
ILMN_003,cg049,9.179583,15.102486,0.6078193,0.5433073
ILMN_003,cg050,-8.969133,14.16962,-0.6329834,0.5267445
ILMN_003,cg051,-24.771645,14.976017,-1.6540877,0.09810972
ILMN_003,cg052,-9.585894,14.471011,-0.66242045,0.50770175
ILMN_003,cg053,23.247116,15.267855,1.5226184,0.12785417
ILMN_003,cg054,15.739696,15.63171,1.006908,0.31397897
ILMN_003,cg055,-5.2990956,13.851082,-0.3825763,0.70203394
ILMN_003,cg056,6.0070906,16.304792,0.36842483,0.7125565
ILMN_003,cg057,-16.752026,17.878351,-0.9370006,0.34875828
ILMN_003,cg058,9.888498,14.003766,0.70613134,0.48010647
ILMN_003,cg059,10.937262,14.130008,0.774045,0.43890417
ILMN_003,cg060,1.4110069,14.527957,0.09712356,0.9226283
ILMN_003,cg061,20.203579,13.894557,1.4540642,0.1459285
ILMN_003,cg062,-22.15981,15.232749,-1.4547479,0.14573908
ILMN_003,cg063,3.1691208,15.025396,0.21091762,0.83295155
ILMN_003,cg064,-1.9580984,14.958081,-0.13090572,0.8958499
ILMN_003,cg065,38.832058,14.561304,2.666798,0.0076577663
ILMN_003,cg066,-4.5208836,15.6596775,-0.28869584,0.77281415
ILMN_003,cg067,-12.083589,14.316505,-0.844032,0.39865154
ILMN_003,cg068,11.351639,14.071875,0.80668986,0.41984522
ILMN_003,cg069,-1.0847435,15.173998,-0.071486995,0.94301015
ILMN_003,cg070,-1.1191473,14.739657,-0.07592763,0.93947667
ILMN_003,cg071,23.971333,13.800011,1.7370517,0.08237803
ILMN_003,cg072,-2.218142,15.646111,-0.14176954,0.88726205
ILMN_003,cg073,-8.87322,13.95441,-0.6358721,0.5248598
ILMN_003,cg074,8.213817,17.307098,0.47459236,0.6350776
ILMN_003,cg075,13.771164,15.152479,0.908839,0.36343515
ILMN_003,cg076,-5.861332,17.929764,-0.32690513,0.74373966
ILMN_003,cg077,14.795013,14.9282465,0.9910751,0.32164896
ILMN_003,cg078,24.755653,15.759549,1.5708351,0.11622095
ILMN_003,cg079,0.010278702,14.693262,0.00069955207,0.99944186
ILMN_003,cg080,-16.866013,13.5511265,-1.2446207,0.21327126
ILMN_003,cg081,15.321449,15.679663,0.97715425,0.32849282
ILMN_003,cg082,4.916321,14.586317,0.33705017,0.7360791
ILMN_003,cg083,10.76151,15.080837,0.71358836,0.47548175
ILMN_003,cg084,11.203204,16.020779,0.6992921,0.48436952
ILMN_003,cg085,0.03939247,16.000347,0.0024619761,0.9980356
ILMN_003,cg086,7.645049,15.333946,0.49857023,0.61808217
ILMN_003,cg087,-8.239041,14.55279,-0.5661486,0.57129276
ILMN_003,cg088,-3.7213964,14.377955,-0.25882655,0.7957691
ILMN_003,cg089,25.696678,15.435177,1.6648127,0.09595013
ILMN_003,cg090,-3.3993664,17.56734,-0.19350488,0.8465636
ILMN_003,cg091,-11.386256,14.302465,-0.79610443,0.42597133
ILMN_003,cg092,6.366894,14.423475,0.44142577,0.6589048
ILMN_003,cg093,-5.0344305,15.247719,-0.33017597,0.74126697
ILMN_003,cg094,-16.325272,16.314714,-1.0006471,0.31699747
ILMN_003,cg095,1.0386353,15.8563795,0.06550267,0.94777375
ILMN_003,cg096,-2.7344341,14.272841,-0.19158302,0.84806883
ILMN_003,cg097,-4.5625916,15.643138,-0.29166728,0.770541
ILMN_003,cg098,-22.855804,14.017111,-1.6305646,0.10298228
ILMN_003,cg099,8.781483,14.517871,0.604874,0.5452627
ILMN_003,cg100,-25.085773,16.355501,-1.533782,0.12508333
ILMN_004,cg001,7.73995,13.816152,0.5602103,0.57533604
ILMN_004,cg002,12.06153,15.885471,0.7592806,0.4476847
ILMN_004,cg003,-9.332498,15.233366,-0.6126353,0.5401175
ILMN_004,cg004,20.735535,16.32123,1.270464,0.20391941
ILMN_004,cg005,2.4209847,15.388675,0.1573225,0.8749907
ILMN_004,cg006,-12.707171,14.925018,-0.85140073,0.3945468
ILMN_004,cg007,2.1871252,14.071597,0.15542835,0.8764836
ILMN_004,cg008,18.516758,14.863693,1.245771,0.21284842
ILMN_004,cg009,25.964779,14.376131,1.8061033,0.07090217
ILMN_004,cg010,9.733652,15.617341,0.62325925,0.5331142
ILMN_004,cg011,-8.287526,14.4919615,-0.57187057,0.56740963
ILMN_004,cg012,-23.098969,15.631505,-1.4777188,0.1394831
ILMN_004,cg013,-5.3106003,14.807463,-0.3586435,0.7198618
ILMN_004,cg014,3.2030373,13.591658,0.235662,0.81369495
ILMN_004,cg015,-8.37134,15.017736,-0.5574302,0.57723355
ILMN_004,cg016,-8.595149,14.96924,-0.5741874,0.565841
ILMN_004,cg017,-1.5597229,14.3094015,-0.10899987,0.9132026
ILMN_004,cg018,-0.44133186,16.421991,-0.026874442,0.97855985
ILMN_004,cg019,17.638783,13.172316,1.3390799,0.18054467
ILMN_004,cg020,20.23484,15.572168,1.2994235,0.19379866
ILMN_004,cg021,-27.700584,14.982736,-1.8488336,0.064481854
ILMN_004,cg022,41.351433,13.7785015,3.001156,0.0026895404
ILMN_004,cg023,18.88033,13.801622,1.3679789,0.17131871
ILMN_004,cg024,18.704836,13.943285,1.3414942,0.17976004
ILMN_004,cg025,-1.0652189,13.799747,-0.07719119,0.93847144
ILMN_004,cg026,10.862186,14.977589,0.7252293,0.46831137
ILMN_004,cg027,6.751522,13.892745,0.48597467,0.62698513
ILMN_004,cg028,17.18847,16.358643,1.0507272,0.2933839
ILMN_004,cg029,5.229924,17.417084,0.30027553,0.763967
ILMN_004,cg030,-5.790573,14.347795,-0.4035863,0.686517
ILMN_004,cg031,-13.979378,15.2240925,-0.9182405,0.35849297
ILMN_004,cg032,-27.327929,13.895026,-1.9667418,0.049212992
ILMN_004,cg033,-0.22486115,14.35646,-0.015662715,0.98750347
ILMN_004,cg034,2.4664564,16.505274,0.14943445,0.8812108
ILMN_004,cg035,1.6664772,13.504962,0.1233974,0.9017924
ILMN_004,cg036,3.1345272,14.701392,0.21321295,0.8311609
ILMN_004,cg037,6.7458787,14.356424,0.4698857,0.6384367
ILMN_004,cg038,20.972198,15.218835,1.3780423,0.16819024
ILMN_004,cg039,17.435698,15.287257,1.140538,0.25406224
ILMN_004,cg040,-8.873238,15.765542,-0.5628248,0.5735542
ILMN_004,cg041,11.3619,15.485612,0.7337069,0.46312743
ILMN_004,cg042,-8.725955,13.874845,-0.6289047,0.52941144
ILMN_004,cg043,8.740936,15.447159,0.56586045,0.5714887
ILMN_004,cg044,-33.638954,14.010525,-2.4009774,0.016351342
ILMN_004,cg045,-11.64468,14.79082,-0.78729105,0.4311115
ILMN_004,cg046,8.325735,12.861959,0.64731467,0.5174283
ILMN_004,cg047,-18.965122,15.274961,-1.2415823,0.21439075
ILMN_004,cg048,-17.920696,13.890778,-1.2901146,0.19701087
ILMN_004,cg049,-5.330143,14.846058,-0.3590275,0.7195745
ILMN_004,cg050,-10.592108,13.865554,-0.76391524,0.44491774
ILMN_004,cg051,2.68602,15.108681,0.17777991,0.85889584
ILMN_004,cg052,18.22845,14.000231,1.3020108,0.1929127
ILMN_004,cg053,-24.289291,14.918398,-1.6281434,0.103494465
ILMN_004,cg054,-9.515258,15.43072,-0.6166438,0.53746974
ILMN_004,cg055,5.861171,13.574649,0.43177328,0.6659062
ILMN_004,cg056,14.657192,15.863365,0.92396486,0.35550463
ILMN_004,cg057,-15.142118,17.554237,-0.8625905,0.38836265
ILMN_004,cg058,-8.869031,13.742378,-0.6453782,0.5186821
ILMN_004,cg059,-18.592487,13.671829,-1.3599122,0.17385775
ILMN_004,cg060,8.612007,14.18895,0.6069517,0.54388297
ILMN_004,cg061,4.4301605,13.91741,0.3183179,0.7502438
ILMN_004,cg062,-5.741766,15.251435,-0.3764738,0.70656466
ILMN_004,cg063,7.179268,14.700979,0.48835304,0.6252998
ILMN_004,cg064,-16.159687,14.47385,-1.1164746,0.26421905
ILMN_004,cg065,-9.47662,15.277114,-0.6203148,0.53505063
ILMN_004,cg066,-27.05383,14.841005,-1.8229108,0.06831694
ILMN_004,cg067,37.580704,13.014713,2.8875554,0.0038824677
ILMN_004,cg068,-11.709083,13.786593,-0.8493093,0.39570922
ILMN_004,cg069,-26.637545,14.350706,-1.8561835,0.06342739
ILMN_004,cg070,4.516079,14.437318,0.31280595,0.7544281
ILMN_004,cg071,-25.222462,13.462996,-1.8734658,0.061004102
ILMN_004,cg072,50.66153,13.402926,3.7798858,0.00015687943
ILMN_004,cg073,-2.4217958,13.737206,-0.17629464,0.8600625
ILMN_004,cg074,-27.820053,16.50859,-1.6851864,0.09195262
ILMN_004,cg075,22.429232,14.619951,1.5341523,0.12499219
ILMN_004,cg076,19.79927,17.35617,1.1407626,0.25396878
ILMN_004,cg077,-17.086082,14.57601,-1.1722058,0.24111444
ILMN_004,cg078,19.353428,15.601947,1.2404495,0.21480918
ILMN_004,cg079,-9.168362,14.342709,-0.639235,0.52267003
ILMN_004,cg080,-7.4575634,13.46348,-0.55391055,0.5796401
ILMN_004,cg081,-3.7536469,15.522275,-0.24182324,0.80891716
ILMN_004,cg082,-4.548355,14.303349,-0.31799233,0.7504908
ILMN_004,cg083,4.925766,14.850142,0.33169824,0.74011713
ILMN_004,cg084,24.797523,15.362027,1.614209,0.10648209
ILMN_004,cg085,-23.136667,15.312439,-1.510972,0.1307956
ILMN_004,cg086,4.227701,15.062113,0.28068447,0.7789524
ILMN_004,cg087,-6.402231,14.287018,-0.4481153,0.65407
ILMN_004,cg088,30.372341,13.377755,2.2703617,0.02318567
ILMN_004,cg089,-14.2275715,15.441104,-0.92140895,0.35683697
ILMN_004,cg090,-6.6713257,17.203121,-0.38779742,0.69816595
ILMN_004,cg091,18.531265,13.852489,1.337757,0.18097568
ILMN_004,cg092,19.159311,13.887271,1.3796312,0.16770023
ILMN_004,cg093,2.6927414,14.962335,0.179968,0.85717773
ILMN_004,cg094,4.2538986,16.157042,0.2632845,0.79233134
ILMN_004,cg095,11.995132,15.44647,0.7765614,0.43741763
ILMN_004,cg096,-25.128693,13.500475,-1.8613192,0.06269914
ILMN_004,cg097,-14.642496,15.199205,-0.96337247,0.33536065
ILMN_004,cg098,22.795118,13.7295265,1.660299,0.09685433
ILMN_004,cg099,30.175095,13.580601,2.2219265,0.026288271
ILMN_004,cg100,-15.567186,16.279972,-0.956217,0.3389626
ILMN_005,cg001,-10.707118,15.109843,-0.70861876,0.4785611
ILMN_005,cg002,9.337264,17.462774,0.5346953,0.5928606
ILMN_005,cg003,13.968708,16.634542,0.83974105,0.4010536
ILMN_005,cg004,7.48857,18.163298,0.41229135,0.6801259
ILMN_005,cg005,-1.9757023,16.86581,-0.11714245,0.90674716
ILMN_005,cg006,-6.236097,16.458391,-0.37890077,0.70476156
ILMN_005,cg007,26.507471,14.921147,1.7765036,0.07564998
