,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060,s061,s062,s063,s064,s065,s066,s067,s068,s069,s070,s071,s072,s073,s074,s075,s076,s077,s078,s079,s080,s081,s082,s083,s084,s085,s086,s087,s088,s089,s090,s091,s092,s093,s094,s095,s096,s097,s098,s099,s100
cg011,0.3640884394600581,0.3855612672906308,0.029011661251633902,0.5874234356049605,0.9172195302523354,0.2153705794903914,0.14678891829556362,0.8967748078460428,0.7768616862483241,0.753420508415805,0.47176142113450537,0.2481779508674894,0.9624834034244089,0.5267171186255051,0.43990727681121244,0.8796705783924025,0.5355255287432015,0.9247889513455932,0.7524889720704847,0.2916401309677136,0.5409596344893168,0.03874577453826189,0.24032306095607192,0.723036254981771,0.38662203403616036,0.45532429157233945,0.028153366270649127,0.2847917901273198,0.19164620528815435,0.6438747992179713,0.5522633838967889,0.501682215652832,0.30454410804227006,0.46932051467575964,0.3513255116108648,0.8408719768647298,0.9002865067523813,0.2005106206420102,0.2158397418302358,0.062126893545006445,0.8683509356561451,0.9265483513101369,0.5267810459414485,0.4123213858265071,0.7858824351106881,0.8928977166608404,0.017916360711253687,0.8093237651774808,0.7664038762499227,0.49012943665828423,0.17789837346105508,0.717062042333948,0.014958677375612628,0.8046318848512977,0.840960950386145,0.20267687448928018,0.937049979485266,0.9042074973975713,0.529514035417095,0.45105977625424243,0.2995693795907659,0.9594252253606511,0.7461808839755276,0.4496869735979663,0.8429403702569636,0.19182921322606405,0.8421195599349511,0.6211087589167275,0.33211046168999425,0.7207440460268058,0.7575895213031607,0.5328035927372002,0.41966933605312784,0.775705633469137,0.5155763213216968,0.8413062041650856,0.5036960845309149,0.5099899710070024,0.8625754238405374,0.6290291248156443,0.4862747324136213,0.48802528183193306,0.8048263671012494,0.9726573216015014,0.955621595188277,0.4074845082245442,0.5199666630374031,0.007576603226022716,0.2896780135656396,0.8496279834996423,0.01046672325876885,0.23325758862357715,0.03890042013538364,0.9687830829992279,0.908689793636084,0.9878840588939459,0.8928562698764841,0.1475921940980366,0.21660406755187844,0.6087688705159168
cg012,0.35092172321639714,0.6922836611698764,0.7222625310658379,0.6639490863843611,0.3180201782421652,0.5897166369085105,0.8186422902387246,0.6579652804497451,0.7744493625894582,0.6347541571010876,0.5935227450095539,0.6247536804503926,0.3627310696985342,0.3201613397983476,0.8501524706066002,0.6693241942670384,0.19278767742063174,0.32321583450720015,0.9993234729657352,0.643026010878374,0.8018839595719683,0.9506351668976234,0.6704356220158173,0.6417857753311131,0.1736893501341492,0.160213477407795,0.5277810979560908,0.4945182363780498,0.05840412456603905,0.3065451360362117,0.4115570050177818,0.36221098678558683,0.153710219941522,0.4269697959050741,0.8493792802479622,0.13360480516272477,0.20080630577695446,0.6752231534029226,0.08176039157385961,0.2698789126772997,0.6052595210614973,0.3004409649003177,0.16708627648345342,0.48056607583360067,0.6004498816429236,0.9915084120382137,0.7984855190523875,0.24013099165773777,0.5565440152593706,0.7364003900124044,0.7061182167339966,0.7026890996210293,0.254316422311641,0.11586889972971115,0.09872550521934598,0.7621093552778528,0.6875614222215349,0.9840713642605889,0.8945430853095666,0.48218309118267744,0.10808139470575995,0.7649388541410211,0.6551527258086993,0.851553209487649,0.6388772337836779,0.27991349810357347,0.729807795660407,0.1320282835026777,0.24420945567261487,0.19182026937511754,0.21133812357999338,0.016754508110112143,0.48630229167724637,0.4740501881978586,0.42991247095421126,0.6603817870253287,0.5970666989420681,0.24525533471496708,0.1270821349137926,0.5996202323349576,0.5104310426803675,0.8545182551193782,0.4958156929413319,0.5305594878425649,0.7514570686604447,0.014066330851342013,0.6753238136878199,0.04736724370539003,0.3114904421888478,0.654654889442089,0.3464678884517073,0.3865554126908226,0.11527867251930013,0.16424759375729914,0.4713070451471292,0.3715126886788751,0.7711191242051877,0.8098262235878017,0.31652169737112246,0.4743423685161401
cg013,0.15495288327473744,0.4255436282926367,0.29475607526336023,0.8397373145594821,0.9917296029354181,0.2679805834025484,0.14446548033767814,0.8373013091702338,0.09576015034725704,0.5182298132727892,0.967321500604683,0.2072342908499052,0.9909546301805038,0.6091510474878107,0.770681271947101,0.7754155546492382,0.46157202795769847,0.7746409014533835,0.2645826217769125,0.7707916793619198,0.2850709290459309,0.45242304556152835,0.8263987152518111,0.03235980058268473,0.40213595339325237,0.2673437857550963,0.33747622995286186,0.20311364669480947,0.6501460368608134,0.8234036280195437,0.5390929395144567,0.8439588908338264,0.18947077443854898,0.6289154190133469,0.70024985150105,0.5745148780356191,0.24260973467975544,0.14563118066529845,0.7060871921779045,0.48851630439188165,0.34118409618644474,0.04001801137381733,0.44148026314616984,0.6425108295056868,0.6129551996065461,0.25413458430843716,0.08468864619138583,0.4080595937955065,0.9934241478485487,0.0029820534878655103,0.29898410827507527,0.5546689362082635,0.6525493249893973,0.9840810049418467,0.24431662982324576,0.8827003873177547,0.6052433516090058,0.2506760073601907,0.2857530884539985,0.3024059327149641,0.19777135470774398,0.2598090758209243,0.3614307174935626,0.2843104184262124,0.27528289665641403,0.3722474477395289,0.17528000154431167,0.6811231779856518,0.9356675584614517,0.1124370432944315,0.8594874288775505,0.06560004732310287,0.196628493726403,0.3419753786032774,0.7743123657018458,0.5672252718095511,0.9485277672972019,0.6330234696833174,0.24243886009655213,0.9855431721715319,0.3458821954663619,0.3794192493078208,0.0867569092546907,0.19486544298289532,0.6026321032807915,0.65700597842446,0.07162865691467968,0.592955200259519,0.008205158788119893,0.26804652235426574,0.3891434986254856,0.30683033291026596,0.22322083682076022,0.9130763491069109,0.768718647424369,0.7273949437022755,0.05139086507594448,0.6715235514039659,0.49080085668798856,0.7872225812458988
cg014,0.303403410099923,0.8421222730128114,0.01922828336238447,0.8250996315526685,0.8568535303584589,0.07757949396782449,0.4292861277411073,0.07115829749146785,0.41213615160506234,0.22411940986541268,0.22681600333428298,0.13710879928931952,0.12696283915084838,0.6277130389246799,0.8025382621061223,0.9695641996775383,0.14521733998845132,0.8910158907028048,0.22590463034960273,0.6610115448282775,0.27340149761881305,0.7057958300317914,0.6255920167380165,0.0055602427817245115,0.7497275070165009,0.732228773043704,0.36909855156115257,0.9405998019907148,0.5919883004512376,0.10872209611669326,0.5256205713690306,0.6066462267100642,0.8432311019236601,0.43221156978506303,0.30603931005764284,0.7029798284525522,0.8504135339659804,0.05181234837819171,0.15846821772154174,0.19090205367338786,0.8041891760101575,0.9714845166162556,0.38334202185261546,0.3802458089217766,0.963963197925984,0.0401454948126615,0.936602778449629,0.28965979091338034,0.27007166781211667,0.0720959070368733,0.9474191183934878,0.3443517279106936,0.7291347414381486,0.5158353804680748,0.5066009599293374,0.10828898083617366,0.056211456007818184,0.8048376553477334,0.9571487434611691,0.7502631105746712,0.3553346363765644,0.38879781008741465,0.2677956750997631,0.1424458757579724,0.9586663564275462,0.08395751234610394,0.7268187169213444,0.768073809678996,0.07079685429053606,0.28689341560344617,0.5244385746238257,0.7994122163904169,0.22924420623110398,0.5307131121904146,0.2279350710761131,0.06455946881730457,0.5626778823708032,0.3152284776896782,0.5027978110909742,0.9011997822747222,0.040117932565110204,0.5472505995555831,0.8698703752991157,0.2506267782125895,0.6816817670034727,0.9287783909468739,0.9001863745022164,0.6259363448569656,0.7676605778601924,0.16387850371680268,0.011558831938132341,0.006703368391591913,0.17816236856952594,0.10948075193707474,0.2421004825112838,0.23608727043296318,0.6664704988748287,0.7602763705392716,0.912143235979942,0.49045250821051756
cg015,0.6253334846205132,0.7893235493890259,0.4387252988009964,0.43534508854263454,0.16017620417810408,0.9484099319855261,0.39198414209313237,0.7379187556178475,0.5764047601814221,0.3120957740168766,0.1112122589651976,0.23729493859525475,0.6817395572302816,0.9128502638536251,0.8625965891262676,0.13084518029410686,0.8167537005258277,0.7296753814229349,0.820844186773805,0.23909746909654572,0.672387640928388,0.5433177196143547,0.964671895325896,0.13449013362871154,0.794950118365593,0.7459361212455351,0.5779840796938296,0.36290174460365743,0.8628349961346777,0.19250042568132697,0.3169677851939158,0.5193438068165083,0.7299529426775578,0.5512095789149513,0.7934431467904606,0.9153920991766378,0.3840297773136552,0.42846353272485393,0.08982214468290983,0.5318489750098725,0.6208040872625832,0.16057475464988868,0.7931869519802819,0.09956152015527697,0.31900479216817146,0.3108910253789493,0.8219674702017972,0.355973719565849,0.3406297617389318,0.3073454804569925,0.27501062919985875,0.19084612925280164,0.7901178561718378,0.2633632157952618,0.3025207775250439,0.2959527982512763,0.49025200112857115,0.22489927922871145,0.7761340584570378,0.47689864907492363,0.6588324304265819,0.7395626022890828,0.6670554157409408,0.15292147486571872,0.06899718659015963,0.766466301815546,0.3739867935808231,0.048419338803010525,0.6206435972195209,0.8634795735061768,0.3869542328478237,0.3173278428469558,0.9575434394945912,0.2442095568028726,0.7489984352756291,0.4007058532364248,0.511667737211845,0.4433858261691732,0.029047825260658522,0.3944147589104071,0.9047650248541625,0.5344382716655933,0.05358323438177093,0.5718649738384567,0.3851146466380202,0.8340673154383539,0.4466045011497396,0.9614565858757458,0.08370887920601455,0.10937308564810477,0.6272562442207754,0.0762125999250568,0.8528094400768725,0.20169478740449165,0.632560148480257,0.7241319848057712,0.5978619953149604,0.7043546780303981,0.631050938714538,0.5422753111888577
cg016,0.2521187324868379,0.9187306530032994,0.43283308885090166,0.34022918652638556,0.3918404776441451,0.7527110778635678,0.5526646206541479,0.20272396018507832,0.472994618870588,0.34710347047451773,0.5170310819938622,0.2946628250472919,0.3082481495024053,0.2549409141940264,0.4685389178109439,0.3854430818063266,0.3240900989636414,0.27009710299202905,0.8236684571750652,0.37244603577642654,0.7119369078766927,0.5523742235370105,0.821439934021989,0.7044057080749322,0.43739489582024793,0.7637980620628637,0.5412833787278833,0.7251194809998938,0.23204282178735425,0.13564262153683204,0.8768443324289561,0.578394029093583,0.9493689168298434,0.6398974153387307,0.5897812284024774,0.6900683900416165,0.3328503348733932,0.6642751085303836,0.7055451873059322,0.9019809352967985,0.45064733762352294,0.1327394618378841,0.21746433766527806,0.9549781384762712,0.02450931031427772,0.3542490966333999,0.44546125293208017,0.20862784579771398,0.6158794512749639,0.021401826844749894,0.6218495969486099,0.917378105426969,0.004008305167927717,0.4246948404940213,0.20999072248946904,0.8519465186895254,0.4087672809328945,0.7930745935441526,0.701327554930011,0.6078750652525996,0.27812084261157455,0.30811081615136293,0.2782248390699439,0.3922437915081969,0.4510281051665812,0.9108621126590818,0.48950725176788534,0.519208522658803,0.5265573723560428,0.17072226574460847,0.18551511626517092,0.7317800072765248,0.24038790214076344,0.061442331645314874,0.9446365618102714,0.3583064999467295,0.7681087005509553,0.8207173022515735,0.11488758508727259,0.9096710133758099,0.41868556011636715,0.17280843197408524,0.3018988188469367,0.7437983685241594,0.4787195932013051,0.6339815029360296,0.6402035836029137,0.4655034529827935,0.3537335216493164,0.893690181742038,0.7580462880307046,0.9078255016520389,0.8738519704474701,0.2068230623462548,0.8321376569775084,0.7628874900558363,0.03550845336572961,0.4880872398096542,0.09989495883376454,0.9035010728623487
cg017,0.660218497658581,0.8209947131390928,0.4078758868050091,0.9504798788497667,0.13498235123256275,0.030344123305479198,0.19417700952508077,0.6144065796923244,0.20590448346691037,0.8303079124701426,0.6717829601923727,0.6913761551549954,0.8001733318948332,0.28040688731492747,0.25825747896528395,0.8556799661498543,0.6979249581572021,0.25949115649516963,0.21654295356679643,0.9584602061154476,0.14773820065966414,0.7584113356170826,0.8602118775237937,0.4129504662265683,0.021915028828951244,0.471302090168809,0.7755273212399757,0.36813519350851487,0.15102892240985155,0.36969296204438906,0.7301718606501345,0.018181345172233354,0.17281893449320995,0.7475556518798532,0.27424655560496813,0.05988794595387703,0.2370630519436877,0.820189972206144,0.8696944338509361,0.40743522506656804,0.7409731152664094,0.10948129250064254,0.26943555873830405,0.9314350863049621,0.30809522931270916,0.399447923535329,0.4349676753375419,0.8770466748748511,0.7767445154819628,0.1323498924331178,0.8531913040161176,0.17105547409459043,0.6218061899997473,0.9937437716771368,0.5355038092265286,0.9495884626353945,0.9590336481205799,0.5388328261233831,0.16629664721362336,0.28308352537662373,0.08823451556715833,0.34142778922490524,0.4857774861370936,0.17030038396129854,0.1267517525777091,0.628057645953986,0.7752783102658627,0.8772356162131708,0.38049748766751257,0.35218423754134853,0.5815790926017915,0.8036512849930988,0.4729584975059038,0.955990348097121,0.14685620398688826,0.007139433060654676,0.49648629220909624,0.6663098475449153,0.6480554909038887,0.6794228199909919,0.20565562077241817,0.8545220026557371,0.9569841535539234,0.9472302325204589,0.7589801737207484,0.08195078866902894,0.7685537034329615,0.2645984937354965,0.4529894748629396,0.2659376452215768,0.9228527744827008,0.6379190193823674,0.8291359541699113,0.17743026086815272,0.16954553377349646,0.2822119878360032,0.7570052006508571,0.42553772661396405,0.1321989240518383,0.3289501644239874
cg018,0.6710123311900992,0.9414027227546157,0.6823432554476645,0.6720329260279851,0.6922471109518267,0.9665249274276414,0.731232925233559,0.7525485840508378,0.5985095235469167,0.06121335296392538,0.13377339236450037,0.41845958600733046,0.6939154733918913,0.9951572985045959,0.1882037862338931,0.1702427046876267,0.7630510601789222,0.16001738744220717,0.571110913884342,0.7430315021030215,0.31168343423951883,0.6707594574348146,0.6484596370344364,0.6985887254328469,0.91897253271207,0.5801073807867029,0.5986889659059808,0.5820226243977471,0.10159162916989706,0.6054985066426611,0.44840343130448235,0.2592705782543744,0.42843129125240553,0.6249877855215425,0.4063451694361556,0.6446348770985362,0.7874052976428951,0.40671252421728454,0.5593858939831253,0.010748111360559753,0.3439816444098156,0.08147231917208198,0.4671670565796171,0.9087626643876602,0.7525172438830358,0.28984284196136245,0.32612658220464097,0.8091252223153517,0.989743274420802,0.14602224535225872,0.2095042378659242,0.6519395920375459,0.8637646521804834,0.2279171009218799,0.80513740313776,0.9352109980772354,0.6581893020483738,0.605982750383064,0.779744093866742,0.6443844083999108,0.27570636766825574,0.3757477381838378,0.5300831134018658,0.8718398075896127,0.757820131003095,0.7731394720434167,0.8874823025826197,0.3064044616697207,0.13871665444854975,0.9139180180797596,0.7528696286179991,0.6706694238064955,0.17511807267431134,0.9666474449598931,0.7340380278386178,0.9105552257230444,0.8579361126505641,0.7316698623480395,0.26441580945749776,0.39326938141803325,0.8793524443404037,0.3215603950309259,0.5763567366061286,0.01734048559629764,0.11983104444409998,0.6680261246553857,0.3551308934402043,0.1540010454114502,0.823154598326681,0.36906285260106375,0.0381007768419791,0.01658382404247083,0.10869226791319642,0.8661096502534548,0.43257217514308055,0.8986763939393997,0.012407322951005328,0.48746614618848527,0.40525851782753264,0.8087303971527496
cg019,0.7705204968952473,0.5788538753265129,0.47466809421249034,0.18082859330951628,0.6700217002951839,0.8726538584476724,0.420597683417959,0.37372463279080714,0.7399248387628603,0.33354114679263636,0.8017800901477261,0.9029842218875131,0.6977128759221389,0.8496016662730577,0.5945724406101732,0.0923736610805761,0.8622062295427647,0.18961098723984204,0.9616247008216435,0.9757630718671887,0.9114736617743779,0.47566896604279574,0.6593435907398989,0.25554960279175154,0.3320927310449501,0.47238208252136704,0.585233419147748,0.8004346652965717,0.6231164360168548,0.473967232217011,0.05572889101678735,0.09923194782944211,0.7282938872960749,0.1905571451475786,0.7628459661085492,0.6366920015819354,0.24765368650063213,0.48510458826857306,0.7912466693890784,0.6473752578340123,0.18761842318793953,0.5724360403582935,0.657565041353182,0.32206814184452226,0.16271232640146938,0.7059961237584095,0.3814881699901701,0.11650276709784568,0.401978102712925,0.9769546277102505,0.08971331787333403,0.05395016340385905,0.811123108436083,0.867200987016353,0.3089720852900353,0.3042981304915632,0.37553592023453186,0.9795250635651241,0.8614024781052416,0.5509014927140652,0.6974446450131987,0.6410103475264022,0.587109798323988,0.6854923051530447,0.05361334105116744,0.6312615815877879,0.641174880418561,0.3981862339548753,0.5059923711314154,0.5066259763793389,0.9427484090743729,0.7973131034558402,0.13539028945766018,0.533499039282015,0.8005165437865663,0.43693222155308287,0.949315790051227,0.11187570151885584,0.3532559511382246,0.9355923308886798,0.4568573432694003,0.816276850789283,0.5053324970584377,0.7860268212144587,0.7537231808893673,0.23470325714645346,0.23850995673589626,0.9196049878071149,0.6631587634320266,0.6587644438430325,0.10404807126193216,0.8277152753400627,0.6867593566232765,0.38119042340138964,0.6935119023924298,0.5889560105305462,0.5117904250345382,0.0005362911135666781,0.199553007908017,0.241997261340818
cg020,0.7243629674414188,0.29663905424989534,0.31155664945218975,0.8597545190234883,0.9478157698992715,0.2859974593637207,0.16947527984011468,0.7740950276140881,0.29310356730753695,0.16151782211320298,0.3386311239424571,0.5817144285614552,0.011303446805572048,0.9271584984398187,0.9168928877643377,0.7655263691002588,0.2853029708507596,0.8663280789220348,0.48418126507881065,0.4105107453078731,0.14573770415248477,0.02241834546263055,0.13842236450716716,0.9768429447165214,0.33685480127291045,0.948096740228303,0.020956025243367926,0.9963790445485003,0.7582284033208394,0.6077906849421579,0.928985654141154,0.7596094936638275,0.528261319425872,0.40633466419110953,0.8611891455077189,0.4115750359723198,0.5475294909559998,0.12179828726072184,0.24418547881796326,0.08137306108390219,0.82343817520669,0.9775288640799734,0.7342257748571566,0.6228185739892741,0.3257789676155649,0.4550961612379808,0.7566621908542038,0.9677523353824294,0.6229998468859544,0.18846654015272823,0.7830195772221163,0.7153807665242725,0.37154836420315807,0.3776230329477055,0.6009728786690871,0.1921544095162001,0.765033771800521,0.4272276503313812,0.8873579119510278,0.7407908654896895,0.2148844089446884,0.5527257008337099,0.351539862275593,0.9859937658104517,0.8962031659335277,0.03289809173317071,0.6822522369679476,0.6783625283008144,0.7687046041059958,0.9041244500881471,0.59410804653237,0.02328374613234796,0.04435180338825595,0.6090604186174408,0.16346592429778783,0.1966056495142997,0.19553090134857232,0.4107277048015323,0.7491659933450685,0.2664638375442693,0.08511766623662342,0.7156293508989134,0.4904317764574946,0.7931619723154292,0.057178579891327797,0.012189850523435575,0.4154439854281061,0.013833248537407639,0.6510338424018142,0.7252630436521814,0.41960453652803253,0.4943015667248446,0.4232622649553427,0.14719096716514102,0.0799570133439026,0.5641848492801614,0.6811917796778452,0.014937756944838454,0.7204527096194405,0.7730112650455299
