,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060,s061,s062,s063,s064,s065,s066,s067,s068,s069,s070,s071,s072,s073,s074,s075,s076,s077,s078,s079,s080,s081,s082,s083,s084,s085,s086,s087,s088,s089,s090,s091,s092,s093,s094,s095,s096,s097,s098,s099,s100
ILMN_011,6.17612474981816,5.518873189027845,6.249166777149792,6.249166777149792,5.518873189027845,5.373010544808368,4.74451768646705,1.6736037313317331,6.51774187594026,6.249166777149792,6.4285614265984705,6.588907715733395,5.518873189027845,4.979273858762756,4.480532089147136,5.518873189027845,3.5520261343833788,5.959883989795877,6.17612474981816,2.7677005079169135,6.073604012049855,5.518873189027845,6.17612474981816,4.979273858762756,3.5520261343833788,4.092593355062932,5.518873189027845,3.5520261343833788,5.373010544808368,5.821615836834211,4.092593355062932,3.5520261343833788,6.249166777149792,1.6736037313317331,5.207744164530625,5.6734925012519355,5.6734925012519355,4.092593355062932,6.249166777149792,5.6734925012519355,3.5520261343833788,6.588907715733395,2.7677005079169135,5.518873189027845,6.4285614265984705,5.518873189027845,5.518873189027845,2.7677005079169135,6.51774187594026,2.7677005079169135,4.74451768646705,5.959883989795877,6.17612474981816,5.6734925012519355,5.373010544808368,6.339406333189296,5.959883989795877,1.6736037313317331,3.5520261343833788,5.207744164530625,1.6736037313317331,6.073604012049855,1.6736037313317331,5.959883989795877,4.480532089147136,6.588907715733395,4.092593355062932,6.073604012049855,1.6736037313317331,6.073604012049855,6.073604012049855,2.7677005079169135,6.4285614265984705,5.959883989795877,2.7677005079169135,5.518873189027845,5.373010544808368,6.249166777149792,2.7677005079169135,5.959883989795877,5.6734925012519355,6.073604012049855,5.821615836834211,5.373010544808368,6.51774187594026,4.979273858762756,5.518873189027845,4.092593355062932,4.092593355062932,6.588907715733395,4.979273858762756,6.073604012049855,3.5520261343833788,5.821615836834211,4.979273858762756,5.373010544808368,6.51774187594026,5.207744164530625,6.17612474981816,5.518873189027845
ILMN_012,5.518873189027845,4.74451768646705,6.588907715733395,6.339406333189296,4.480532089147136,4.979273858762756,5.6734925012519355,3.5520261343833788,4.979273858762756,2.7677005079169135,2.7677005079169135,5.518873189027845,6.588907715733395,6.588907715733395,5.821615836834211,5.373010544808368,1.6736037313317331,1.6736037313317331,1.6736037313317331,6.588907715733395,4.74451768646705,5.821615836834211,5.518873189027845,5.373010544808368,6.249166777149792,4.74451768646705,6.588907715733395,4.74451768646705,6.339406333189296,6.249166777149792,5.207744164530625,6.17612474981816,5.821615836834211,6.51774187594026,5.821615836834211,6.17612474981816,5.373010544808368,5.518873189027845,6.073604012049855,4.979273858762756,6.51774187594026,5.207744164530625,3.5520261343833788,4.480532089147136,5.959883989795877,1.6736037313317331,6.588907715733395,6.17612474981816,6.339406333189296,5.959883989795877,1.6736037313317331,5.6734925012519355,6.249166777149792,6.4285614265984705,6.249166777149792,4.092593355062932,5.6734925012519355,6.17612474981816,6.17612474981816,6.51774187594026,4.092593355062932,6.249166777149792,4.092593355062932,6.249166777149792,5.959883989795877,6.073604012049855,6.17612474981816,5.207744164530625,6.339406333189296,6.339406333189296,1.6736037313317331,4.092593355062932,4.480532089147136,4.092593355062932,4.979273858762756,6.4285614265984705,5.207744164530625,4.480532089147136,4.74451768646705,4.480532089147136,5.373010544808368,6.17612474981816,1.6736037313317331,4.979273858762756,4.979273858762756,6.51774187594026,5.207744164530625,6.249166777149792,6.339406333189296,6.17612474981816,6.17612474981816,1.6736037313317331,6.17612474981816,5.207744164530625,6.17612474981816,6.249166777149792,5.959883989795877,3.5520261343833788,6.4285614265984705,6.51774187594026
ILMN_013,5.373010544808368,6.17612474981816,5.821615836834211,5.959883989795877,4.979273858762756,6.17612474981816,5.373010544808368,2.7677005079169135,6.4285614265984705,6.339406333189296,4.092593355062932,6.17612474981816,4.480532089147136,2.7677005079169135,6.4285614265984705,4.092593355062932,5.207744164530625,6.249166777149792,5.373010544808368,5.373010544808368,5.959883989795877,2.7677005079169135,4.480532089147136,5.518873189027845,6.51774187594026,6.339406333189296,4.979273858762756,5.959883989795877,5.959883989795877,6.588907715733395,5.373010544808368,4.480532089147136,4.480532089147136,5.959883989795877,4.480532089147136,3.5520261343833788,1.6736037313317331,5.373010544808368,4.480532089147136,4.092593355062932,6.249166777149792,6.17612474981816,6.51774187594026,2.7677005079169135,2.7677005079169135,6.073604012049855,6.4285614265984705,1.6736037313317331,6.588907715733395,6.17612474981816,4.979273858762756,5.821615836834211,4.092593355062932,6.51774187594026,3.5520261343833788,6.073604012049855,6.339406333189296,5.821615836834211,6.249166777149792,5.959883989795877,6.339406333189296,6.17612474981816,6.249166777149792,6.51774187594026,6.073604012049855,5.373010544808368,5.6734925012519355,4.979273858762756,6.588907715733395,6.4285614265984705,4.979273858762756,1.6736037313317331,6.51774187594026,6.588907715733395,6.17612474981816,6.51774187594026,6.339406333189296,1.6736037313317331,4.480532089147136,4.979273858762756,5.959883989795877,6.339406333189296,5.207744164530625,6.249166777149792,5.207744164530625,5.821615836834211,2.7677005079169135,4.979273858762756,5.373010544808368,6.339406333189296,5.821615836834211,6.4285614265984705,6.339406333189296,6.073604012049855,6.588907715733395,6.4285614265984705,6.339406333189296,4.480532089147136,5.959883989795877,6.073604012049855
ILMN_014,3.5520261343833788,5.6734925012519355,4.480532089147136,6.073604012049855,4.092593355062932,5.207744164530625,5.959883989795877,6.17612474981816,4.74451768646705,3.5520261343833788,5.518873189027845,6.51774187594026,4.092593355062932,6.339406333189296,6.339406333189296,5.6734925012519355,6.249166777149792,6.339406333189296,4.480532089147136,4.74451768646705,5.518873189027845,6.51774187594026,4.74451768646705,2.7677005079169135,6.339406333189296,5.373010544808368,3.5520261343833788,6.588907715733395,2.7677005079169135,4.092593355062932,4.979273858762756,5.518873189027845,6.339406333189296,5.207744164530625,6.51774187594026,5.207744164530625,5.821615836834211,5.6734925012519355,5.6734925012519355,5.821615836834211,5.821615836834211,5.518873189027845,6.588907715733395,6.073604012049855,4.979273858762756,4.74451768646705,1.6736037313317331,4.74451768646705,6.17612474981816,6.249166777149792,6.17612474981816,5.207744164530625,4.979273858762756,6.588907715733395,4.74451768646705,6.249166777149792,1.6736037313317331,4.979273858762756,4.092593355062932,6.588907715733395,5.959883989795877,6.339406333189296,2.7677005079169135,5.518873189027845,6.249166777149792,6.17612474981816,5.518873189027845,5.959883989795877,6.17612474981816,3.5520261343833788,6.339406333189296,4.979273858762756,6.17612474981816,6.51774187594026,6.588907715733395,3.5520261343833788,4.979273858762756,4.092593355062932,4.979273858762756,6.339406333189296,4.74451768646705,6.249166777149792,3.5520261343833788,5.959883989795877,6.249166777149792,5.373010544808368,6.249166777149792,3.5520261343833788,6.588907715733395,6.51774187594026,6.51774187594026,5.959883989795877,6.51774187594026,4.74451768646705,2.7677005079169135,6.339406333189296,5.6734925012519355,5.6734925012519355,6.073604012049855,4.74451768646705
ILMN_015,2.7677005079169135,5.959883989795877,4.74451768646705,4.092593355062932,3.5520261343833788,4.092593355062932,4.979273858762756,5.6734925012519355,1.6736037313317331,1.6736037313317331,3.5520261343833788,4.74451768646705,5.373010544808368,6.249166777149792,5.518873189027845,2.7677005079169135,4.480532089147136,6.51774187594026,3.5520261343833788,4.979273858762756,6.4285614265984705,5.959883989795877,6.51774187594026,4.092593355062932,4.480532089147136,6.17612474981816,2.7677005079169135,5.207744164530625,6.17612474981816,1.6736037313317331,5.518873189027845,5.207744164530625,6.4285614265984705,3.5520261343833788,6.4285614265984705,6.588907715733395,4.480532089147136,6.249166777149792,1.6736037313317331,4.74451768646705,6.4285614265984705,4.74451768646705,6.249166777149792,6.51774187594026,4.092593355062932,3.5520261343833788,6.51774187594026,6.588907715733395,2.7677005079169135,5.207744164530625,6.4285614265984705,6.51774187594026,2.7677005079169135,5.207744164530625,6.17612474981816,5.518873189027845,6.588907715733395,6.249166777149792,2.7677005079169135,4.480532089147136,5.373010544808368,5.518873189027845,5.373010544808368,5.6734925012519355,5.518873189027845,6.4285614265984705,4.74451768646705,2.7677005079169135,5.373010544808368,5.821615836834211,5.518873189027845,6.339406333189296,4.979273858762756,5.373010544808368,6.073604012049855,4.092593355062932,4.74451768646705,6.4285614265984705,6.51774187594026,4.74451768646705,6.073604012049855,6.4285614265984705,5.6734925012519355,5.821615836834211,6.588907715733395,4.092593355062932,4.74451768646705,6.588907715733395,6.51774187594026,4.480532089147136,6.073604012049855,5.6734925012519355,5.821615836834211,5.959883989795877,3.5520261343833788,5.207744164530625,6.4285614265984705,1.6736037313317331,5.821615836834211,5.207744164530625
ILMN_016,5.959883989795877,3.5520261343833788,4.092593355062932,4.979273858762756,5.6734925012519355,5.821615836834211,2.7677005079169135,5.821615836834211,6.073604012049855,5.959883989795877,1.6736037313317331,6.249166777149792,1.6736037313317331,6.073604012049855,5.207744164530625,5.821615836834211,6.073604012049855,6.588907715733395,6.4285614265984705,6.51774187594026,5.6734925012519355,5.373010544808368,6.588907715733395,6.17612474981816,5.821615836834211,5.821615836834211,1.6736037313317331,6.249166777149792,6.249166777149792,5.959883989795877,3.5520261343833788,6.339406333189296,6.073604012049855,2.7677005079169135,4.74451768646705,6.339406333189296,6.249166777149792,3.5520261343833788,5.373010544808368,2.7677005079169135,5.207744164530625,5.6734925012519355,6.4285614265984705,6.249166777149792,6.17612474981816,5.373010544808368,5.959883989795877,5.207744164530625,4.092593355062932,6.51774187594026,6.51774187594026,6.4285614265984705,4.74451768646705,5.821615836834211,4.979273858762756,6.4285614265984705,2.7677005079169135,4.480532089147136,6.588907715733395,5.821615836834211,4.74451768646705,5.373010544808368,6.4285614265984705,6.339406333189296,6.588907715733395,6.339406333189296,6.073604012049855,5.373010544808368,3.5520261343833788,5.6734925012519355,5.821615836834211,3.5520261343833788,5.207744164530625,6.4285614265984705,1.6736037313317331,5.821615836834211,5.821615836834211,5.518873189027845,6.073604012049855,2.7677005079169135,3.5520261343833788,5.821615836834211,6.51774187594026,4.480532089147136,6.4285614265984705,1.6736037313317331,4.480532089147136,5.207744164530625,4.979273858762756,5.373010544808368,5.207744164530625,3.5520261343833788,6.588907715733395,6.339406333189296,4.480532089147136,6.51774187594026,4.979273858762756,6.249166777149792,5.207744164530625,5.373010544808368
ILMN_017,6.073604012049855,6.249166777149792,6.51774187594026,5.6734925012519355,6.17612474981816,5.959883989795877,6.073604012049855,5.518873189027845,6.17612474981816,6.17612474981816,5.207744164530625,3.5520261343833788,4.74451768646705,6.51774187594026,4.74451768646705,6.588907715733395,4.979273858762756,5.207744164530625,4.092593355062932,6.17612474981816,4.979273858762756,6.17612474981816,5.207744164530625,6.339406333189296,5.959883989795877,3.5520261343833788,5.373010544808368,5.821615836834211,4.092593355062932,4.979273858762756,2.7677005079169135,6.073604012049855,4.092593355062932,5.373010544808368,5.6734925012519355,4.979273858762756,4.74451768646705,6.17612474981816,4.092593355062932,3.5520261343833788,5.518873189027845,3.5520261343833788,4.74451768646705,6.339406333189296,5.821615836834211,4.979273858762756,5.207744164530625,5.959883989795877,4.480532089147136,6.073604012049855,3.5520261343833788,5.373010544808368,5.207744164530625,4.74451768646705,1.6736037313317331,4.979273858762756,4.74451768646705,5.518873189027845,4.74451768646705,6.073604012049855,6.4285614265984705,3.5520261343833788,4.979273858762756,6.588907715733395,4.74451768646705,5.821615836834211,2.7677005079169135,5.821615836834211,5.959883989795877,5.959883989795877,6.588907715733395,6.4285614265984705,2.220652119624323,5.821615836834211,6.249166777149792,1.6736037313317331,5.518873189027845,5.959883989795877,5.207744164530625,5.207744164530625,6.249166777149792,4.480532089147136,5.373010544808368,6.17612474981816,5.959883989795877,6.17612474981816,6.4285614265984705,6.339406333189296,2.7677005079169135,5.6734925012519355,1.6736037313317331,5.821615836834211,5.959883989795877,2.7677005079169135,5.821615836834211,5.6734925012519355,4.092593355062932,4.092593355062932,4.092593355062932,4.979273858762756
ILMN_018,6.249166777149792,5.373010544808368,5.207744164530625,4.74451768646705,4.74451768646705,4.74451768646705,6.4285614265984705,6.588907715733395,4.092593355062932,6.4285614265984705,5.6734925012519355,6.073604012049855,6.17612474981816,5.518873189027845,5.373010544808368,6.073604012049855,4.092593355062932,3.5520261343833788,5.821615836834211,6.249166777149792,4.480532089147136,6.588907715733395,5.6734925012519355,5.959883989795877,6.588907715733395,6.51774187594026,6.339406333189296,6.339406333189296,1.6736037313317331,6.17612474981816,4.480532089147136,5.959883989795877,5.373010544808368,5.518873189027845,6.073604012049855,5.518873189027845,6.4285614265984705,5.821615836834211,4.979273858762756,5.207744164530625,4.979273858762756,6.249166777149792,5.518873189027845,5.207744164530625,6.249166777149792,5.959883989795877,4.092593355062932,6.339406333189296,5.207744164530625,5.373010544808368,5.6734925012519355,6.249166777149792,6.4285614265984705,6.17612474981816,5.959883989795877,5.959883989795877,5.207744164530625,2.7677005079169135,1.6736037313317331,4.74451768646705,2.7677005079169135,4.979273858762756,4.480532089147136,6.17612474981816,5.6734925012519355,3.5520261343833788,6.4285614265984705,6.339406333189296,6.51774187594026,4.979273858762756,5.959883989795877,5.959883989795877,5.959883989795877,2.7677005079169135,5.821615836834211,6.249166777149792,6.588907715733395,4.74451768646705,6.4285614265984705,1.6736037313317331,5.821615836834211,5.6734925012519355,5.518873189027845,4.74451768646705,5.6734925012519355,4.480532089147136,4.092593355062932,5.821615836834211,5.6734925012519355,6.4285614265984705,6.249166777149792,5.373010544808368,4.480532089147136,3.5520261343833788,6.4285614265984705,4.74451768646705,6.17612474981816,6.4285614265984705,6.51774187594026,5.6734925012519355
ILMN_019,1.6736037313317331,6.073604012049855,6.4285614265984705,5.373010544808368,6.339406333189296,6.249166777149792,6.339406333189296,6.4285614265984705,5.6734925012519355,4.74451768646705,6.51774187594026,4.979273858762756,5.959883989795877,1.6736037313317331,6.51774187594026,6.249166777149792,2.7677005079169135,5.821615836834211,6.51774187594026,6.4285614265984705,6.249166777149792,4.092593355062932,6.339406333189296,5.821615836834211,6.17612474981816,1.6736037313317331,6.4285614265984705,6.51774187594026,6.4285614265984705,4.480532089147136,5.821615836834211,5.821615836834211,2.7677005079169135,5.6734925012519355,6.249166777149792,5.821615836834211,5.518873189027845,1.6736037313317331,5.518873189027845,6.17612474981816,5.959883989795877,4.979273858762756,4.092593355062932,5.959883989795877,5.6734925012519355,5.821615836834211,5.821615836834211,5.821615836834211,3.5520261343833788,3.5520261343833788,2.7677005079169135,4.979273858762756,6.339406333189296,4.480532089147136,5.6734925012519355,4.74451768646705,5.373010544808368,6.588907715733395,5.518873189027845,4.092593355062932,6.588907715733395,5.207744164530625,6.073604012049855,5.373010544808368,4.092593355062932,4.979273858762756,6.51774187594026,6.4285614265984705,5.207744164530625,2.7677005079169135,6.4285614265984705,5.373010544808368,2.220652119624323,4.74451768646705,4.480532089147136,6.17612474981816,4.092593355062932,6.339406333189296,5.518873189027845,3.5520261343833788,6.17612474981816,4.74451768646705,4.480532089147136,1.6736037313317331,3.5520261343833788,5.207744164530625,4.979273858762756,4.480532089147136,5.207744164530625,4.74451768646705,5.6734925012519355,5.207744164530625,4.979273858762756,1.6736037313317331,5.207744164530625,5.959883989795877,1.6736037313317331,6.073604012049855,3.5520261343833788,5.821615836834211
ILMN_020,5.821615836834211,6.4285614265984705,5.518873189027845,2.7677005079169135,2.7677005079169135,2.7677005079169135,6.17612474981816,6.339406333189296,6.249166777149792,5.207744164530625,4.979273858762756,2.7677005079169135,6.073604012049855,4.480532089147136,6.249166777149792,6.51774187594026,6.339406333189296,6.4285614265984705,5.959883989795877,6.339406333189296,6.17612474981816,1.6736037313317331,5.821615836834211,5.6734925012519355,5.373010544808368,5.207744164530625,4.480532089147136,5.373010544808368,5.6734925012519355,5.518873189027845,6.51774187594026,6.249166777149792,4.979273858762756,4.979273858762756,6.17612474981816,6.51774187594026,3.5520261343833788,5.207744164530625,2.7677005079169135,6.4285614265984705,5.6734925012519355,5.959883989795877,4.979273858762756,5.821615836834211,6.073604012049855,4.092593355062932,2.7677005079169135,4.480532089147136,5.821615836834211,4.74451768646705,5.959883989795877,6.339406333189296,5.373010544808368,6.073604012049855,6.073604012049855,3.5520261343833788,5.821615836834211,6.51774187594026,5.821615836834211,6.4285614265984705,6.249166777149792,6.588907715733395,6.339406333189296,5.207744164530625,6.51774187594026,5.207744164530625,5.207744164530625,6.17612474981816,6.073604012049855,5.373010544808368,4.74451768646705,6.17612474981816,5.373010544808368,6.249166777149792,5.959883989795877,6.588907715733395,2.7677005079169135,4.979273858762756,1.6736037313317331,5.6734925012519355,4.979273858762756,4.092593355062932,6.073604012049855,6.51774187594026,6.17612474981816,6.073604012049855,1.6736037313317331,6.073604012049855,6.17612474981816,2.7677005079169135,6.4285614265984705,6.339406333189296,5.373010544808368,6.17612474981816,4.092593355062932,4.480532089147136,5.373010544808368,5.959883989795877,5.373010544808368,6.4285614265984705
